Date,Food,Mines,Oil,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars,Trans,Utils,Rtail,Finan,Other
195102,   0.85,  -0.27,   0.97,   2.58,   2.61,   2.71,   0.86,   3.15,  -2.34,   4.36,   1.04,   2.80,  -1.33,   3.13,   3.43,   2.24,   2.97
195103,  -1.86,  -3.40,  -2.32,  -7.70,  -2.63,  -1.85,  -0.73,   0.61,  -5.16,   2.12,  -2.02,   1.27,  -4.66,  -1.40,  -2.30,   0.49,  -2.01
195104,   1.23,   3.70,  11.08,   1.82,   1.68,   8.38,   4.18,   4.14,   6.57,   3.89,   3.78,   3.46,   4.02,   0.22,   0.43,   3.89,   3.65
195105,  -0.97,  -0.94,  -3.07,  -1.24,   1.18,  -0.27,  -0.79,  -3.84,  -3.77,  -3.56,  -2.96,  -5.62,  -3.63,  -0.04,  -1.85,  -1.55,  -1.22
195106,  -3.49,  -4.44,   1.13,  -4.30,  -4.21,  -0.90,  -3.49,  -1.14,  -8.23,  -2.18,  -2.91,  -6.98,  -8.08,  -0.42,  -2.44,  -0.16,  -1.00
195107,   3.77,   8.00,  11.47,   1.88,   4.14,   7.94,   9.49,   8.05,   9.70,   6.19,   6.25,   3.05,   8.78,   5.31,   2.35,   5.91,   4.76
195108,   3.42,   8.42,   5.76,   3.81,   5.71,   2.31,   0.52,   4.77,   9.85,   4.70,   5.22,   7.23,   2.05,   2.13,   2.57,   4.12,   3.75
195109,   0.04,   8.94,  -0.88,  -2.30,   2.44,  -1.48,  -0.78,   1.10,   1.30,   1.25,   2.54,   2.69,   3.64,   1.33,   2.59,   1.24,   0.63
195110,  -3.81,  -5.43,   1.22,  -2.35,  -3.18,  -7.66,  -3.76,  -2.59,  -1.50,  -2.96,  -4.90,  -1.80,  -3.48,   0.70,  -2.69,  -1.98,  -2.59
195111,  -0.54,   2.10,  -0.84,   0.40,   3.97,   0.08,  -0.43,  -0.34,   1.21,   1.92,   1.62,   1.86,   1.21,   1.66,   1.56,   3.24,   1.11
195112,   2.66,  -1.90,   4.83,   1.32,   1.71,   8.58,   3.30,   3.70,   0.44,   2.05,   5.01,   2.46,   1.59,   3.28,  -0.29,   6.20,   2.01
195201,  -0.17,   4.12,   6.65,  -2.72,   1.91,  -3.62,   2.05,   0.56,   3.04,   3.98,  -1.57,  -1.27,   3.64,   3.08,  -0.59,   2.77,   0.35
195202,  -1.60,  -3.67,  -3.51,  -3.68,  -1.76,  -3.09,  -2.50,  -3.05,  -6.18,  -3.43,  -3.19,   0.58,  -2.11,   0.69,  -3.88,  -0.25,  -1.74
195203,   1.22,   1.04,   8.85,   3.60,   1.73,   3.40,   1.38,   3.08,   1.86,   6.60,   3.98,   8.66,   6.76,   2.23,   2.81,   3.92,   2.76
195204,  -3.10,  -6.42,  -7.67,  -4.38,  -4.85,  -7.27,  -4.79,  -4.00,  -7.82,  -4.18,  -3.62,  -2.93,  -3.55,  -1.80,  -1.49,  -1.56,  -3.64
195205,   2.39,   3.14,   3.48,   3.79,  -0.77,   6.66,   0.74,   4.27,   2.53,   0.94,   3.29,   4.28,   4.59,   2.99,   2.53,   2.66,   1.34
195206,   2.40,   3.84,   5.49,   4.55,   3.01,   3.70,   1.06,   3.09,   5.76,   6.56,   4.19,   5.30,   5.17,   1.10,   3.10,   2.68,   3.67
195207,   1.33,   1.02,  -1.05,  -0.18,  -0.39,   1.47,  -1.34,   0.95,   3.30,  -1.40,   2.50,   2.65,   0.70,   2.03,   2.13,   2.53,   0.98
195208,   1.10,   0.01,  -2.71,  -0.72,   2.07,  -1.66,  -0.03,  -1.02,  -2.36,  -2.13,  -0.98,   2.06,  -0.22,   1.82,  -0.28,  -1.18,   0.46
195209,  -3.39,  -2.45,  -4.37,  -3.99,  -1.13,  -1.53,  -2.31,  -2.10,  -3.86,  -1.30,  -0.19,  -0.89,  -1.82,   0.33,  -0.55,   0.27,  -0.24
195210,  -1.90,  -3.88,   0.44,  -5.73,   0.45,  -2.08,   2.64,  -1.98,  -1.56,  -1.55,  -1.66,   1.34,   0.57,   0.34,  -1.26,  -3.29,  -0.10
195211,   5.57,   7.14,   1.96,   6.38,   4.14,  10.18,   7.30,   7.46,   7.85,   8.29,   8.92,   6.54,   7.13,   5.09,   4.60,   7.81,   6.12
195212,   1.35,   1.03,   4.63,   2.87,   3.46,   1.62,  -0.53,   2.71,   4.23,   3.10,   3.46,   7.25,   3.42,   2.01,   1.22,   4.08,   1.73
195301,   2.31,  -0.09,  -3.08,  -1.58,   0.80,   0.28,   0.31,   0.49,   1.42,  -0.30,  -1.51,  -0.38,   2.74,   0.92,   0.88,   0.02,   0.10
195302,   0.60,   2.00,   0.36,   2.41,   0.75,  -2.74,   2.57,  -0.18,  -0.39,   2.13,  -0.07,  -1.19,  -0.54,   0.51,  -0.12,  -0.23,   0.24
195303,  -0.66,  -4.30,  -0.50,  -3.81,  -0.60,   0.02,  -2.00,  -0.13,  -4.74,   0.83,  -0.29,  -4.55,  -2.78,   0.15,  -0.44,   0.75,  -1.07
195304,  -0.97,  -3.06,  -5.18,  -2.21,  -3.73,  -3.41,  -0.53,  -2.02,  -2.04,   0.78,  -0.81,  -1.86,  -3.18,  -2.96,  -0.68,  -4.55,  -1.75
195305,   0.31,  -1.53,   1.87,  -0.03,   1.58,  -0.24,  -0.10,   0.77,   0.02,  -1.51,   0.91,  -0.11,   2.79,  -0.14,   1.58,   0.58,   0.47
195306,  -1.33,  -4.15,   0.00,  -0.81,  -3.83,  -1.18,  -1.64,  -4.36,  -2.80,  -0.43,  -2.35,  -3.32,  -1.74,  -2.82,  -1.99,  -2.94,  -0.68
195307,   2.61,   0.92,   4.00,   0.90,   2.84,   2.68,   4.61,   2.69,   3.35,   3.58,   1.73,   0.68,   1.17,   3.41,   2.10,   1.30,   1.47
195308,  -2.80,  -6.09,  -6.43,  -3.71,  -3.18,  -2.65,  -3.58,  -4.44,  -8.10,  -5.72,  -4.25,  -6.60,  -7.64,  -0.36,  -2.47,  -2.97,  -3.10
195309,  -0.44,  -1.52,  -1.89,  -2.05,  -0.57,   1.73,   1.45,   1.39,  -0.47,   2.78,   2.02,  -0.84,  -1.18,   1.64,   0.25,   0.51,   2.24
195310,   1.27,   2.84,   5.69,   0.96,   5.36,   4.37,   1.41,   6.35,   8.27,   6.12,   6.75,   7.87,   4.09,   4.47,   0.79,   4.53,   3.24
195311,   3.03,  -0.02,   1.95,  -0.26,   4.92,   4.74,  -0.14,   4.43,   2.05,   4.36,   5.58,   0.25,   2.60,   3.00,   3.45,   4.09,   3.41
195312,   0.85,  -2.87,   0.50,  -2.42,  -0.34,   0.78,  -2.20,   1.70,  -0.87,  -1.13,   0.40,  -1.32,  -2.57,   0.69,   1.36,   0.25,   1.04
195401,   4.43,   8.13,   8.62,   5.79,   5.75,   0.59,   3.82,   6.83,   7.56,   1.02,   6.86,   5.29,   7.91,   3.32,   3.10,   4.19,   4.03
195402,   0.03,   2.54,   2.92,   1.83,   1.93,   0.32,  -1.89,   1.05,   0.31,   3.00,   4.62,   1.56,   2.04,   1.59,   0.32,   1.55,   2.06
195403,   1.86,   2.66,   4.32,  -1.01,   1.58,   4.39,   1.79,   2.29,   6.08,   3.95,   7.26,   3.54,   2.56,   2.96,   0.40,   4.92,   3.31
195404,   1.25,   2.25,   6.22,  -3.41,   3.88,   6.57,   3.31,   4.73,   6.59,   2.73,   8.85,   4.14,   1.39,   1.25,   1.62,   5.35,   2.89
195405,   1.92,   6.51,   2.96,   9.32,   1.01,   4.01,   2.13,   2.04,   6.99,   4.75,   0.71,   4.67,   5.77,   2.64,   2.95,   1.46,   1.70
195406,   2.47,   0.29,  -5.98,   2.47,   1.83,   3.49,  -2.89,   6.46,   1.41,   7.52,   8.13,   1.14,   1.81,   1.29,   2.41,   2.68,   2.40
195407,   5.89,   5.12,   4.22,   7.87,   5.03,   2.05,   6.42,   5.68,   7.96,   3.99,   0.02,  10.08,   8.30,   5.42,   4.07,   7.47,   5.71
195408,  -2.74,  -3.04,   0.52,  -4.14,  -1.82,  -3.40,  -0.59,  -3.46,  -6.36,  -5.71,  -4.36,  -3.48,  -2.67,  -1.73,  -0.19,  -0.32,  -2.01
195409,   3.46,   7.75,  10.07,   4.16,   5.44,   7.18,   4.24,   6.65,   7.67,  -0.05,   6.20,  14.66,   3.49,   2.01,   5.01,   3.15,   4.55
195410,  -2.50,  -2.06,  -2.00,  -1.19,  -2.00,  -4.21,  -2.06,   1.30,   0.26,  -2.39,  -1.20,  -0.89,   1.99,  -3.81,  -2.53,  -1.33,  -0.19
195411,   6.65,  12.30,   7.95,   7.92,  10.23,  14.67,   7.45,  15.68,  15.49,   8.97,  12.09,   4.22,  11.16,   5.68,   8.49,  10.66,   7.78
195412,   3.25,   5.22,   6.43,   6.51,   2.78,   3.71,   5.92,   2.31,  12.27,   5.64,   3.81,   7.55,  12.80,   3.54,   2.04,   6.05,   3.87
195501,  -0.12,   1.50,   0.47,   1.53,   4.39,  -2.56,  -1.41,  -1.25,   3.40,  -2.20,   2.45,   0.51,   3.02,   1.46,   1.85,   0.17,  -0.05
195502,   1.80,   1.06,   2.38,   1.89,   6.59,   4.31,   2.23,   3.59,   4.43,   3.56,   4.04,  -1.26,   5.16,   3.64,   1.30,   2.01,   3.99
195503,  -0.51,   6.26,  -0.18,  -2.98,  -1.22,  -1.11,   1.75,  -0.08,   2.97,   1.99,  -0.80,   0.08,  -0.70,  -0.74,  -1.34,   1.10,   0.00
195504,   3.32,  -0.46,   0.58,   1.67,   4.50,   8.06,   3.03,   6.00,   2.67,  -1.69,   4.46,   5.43,   2.36,   2.56,   1.86,  -1.43,   3.72
195505,   0.46,   6.00,  -0.70,   0.38,   1.05,   5.46,  -0.07,   2.57,   2.09,   2.08,  -1.16,  -1.22,   0.31,  -0.15,   3.23,   2.34,   2.48
195506,   2.55,   1.83,  11.26,   4.87,   1.00,  12.32,   0.12,   5.47,  12.46,   4.25,   2.96,  10.61,   1.24,   1.67,   4.68,   3.85,   4.43
195507,   0.68,  -3.56,   2.84,   3.04,   0.65,  -2.04,   3.46,  -0.24,   0.47,  -2.83,  -1.90,  20.83,  -1.59,   3.68,   1.94,  -0.78,  -0.16
195508,  -0.96,   5.75,  -1.14,  -1.14,   3.84,   2.42,   1.06,   1.73,   6.24,   0.37,   0.68,  -4.59,   1.35,   0.05,   1.83,   0.79,  -1.04
195509,  -2.85,  -4.20,  -0.34,  -0.78,  -4.47,  -3.05,  -0.40,   1.29,   0.67,  -0.12,  -2.76,   9.86,  -2.02,  -2.68,   3.90,  -3.92,   0.17
195510,  -0.81,  -3.72,  -0.98,  -1.35,  -3.16,  -2.11,  -0.08,  -3.52,  -5.47,   0.24,  -4.31,  -5.00,  -1.39,  -0.94,  -2.80,  -1.20,  -2.26
195511,   3.82,   9.74,   8.61,   2.16,   5.13,   7.49,   4.26,   6.35,   8.89,   5.65,  10.08,   9.25,  11.04,   3.40,   6.32,   3.98,   4.54
195512,   0.95,  -0.38,   3.66,   0.87,  -1.32,   2.39,   3.35,   2.01,   2.08,   4.58,   4.65,  -4.15,   0.89,  -0.12,  -0.98,   2.08,   2.38
195601,  -2.25,  -0.89,   0.50,  -1.48,  -3.51,  -4.59,  -3.18,  -4.65,  -3.89,  -5.73,  -4.73,  -6.83,  -3.56,  -0.34,  -4.80,  -3.57,  -1.65
195602,   2.33,   8.21,   4.19,   0.71,   5.27,   4.06,   3.48,   4.87,   4.85,   4.35,   6.25,   5.56,   2.79,   1.94,   2.71,   3.57,   3.26
195603,   2.02,   3.29,  11.48,  -0.21,   4.79,   5.24,   4.71,  11.85,   9.94,   9.19,   8.90,   3.60,   5.04,   3.77,   0.27,   5.67,   5.65
195604,   0.17,  -2.87,   3.76,  -2.72,  -1.67,  -1.06,   3.93,   0.92,   3.63,  -1.25,   1.23,  -5.14,   1.82,  -2.18,  -1.93,   0.01,  -0.62
195605,  -3.05,  -6.10,  -6.47,  -5.04,  -3.50,  -6.07,  -3.74,  -3.20,  -9.45,  -4.21,  -4.24,  -4.49,  -5.41,  -0.73,  -4.66,  -5.31,  -3.11
195606,   0.69,   2.14,   2.64,   0.20,   4.43,   3.93,   1.39,   5.17,   4.99,   1.15,   7.48,   7.12,   2.25,   2.36,   2.25,   1.48,   3.04
195607,   2.38,   1.49,   6.10,   0.46,   1.92,   2.14,   2.97,   6.82,  10.87,   5.95,   6.41,   4.52,   3.24,   5.24,   4.75,   2.56,   3.52
195608,  -1.45,   0.68,  -5.31,  -2.02,   1.08,  -3.85,  -1.41,  -3.36,  -1.89,  -3.33,  -3.70,   0.85,  -2.05,  -2.49,  -2.90,  -2.66,  -3.29
195609,  -3.28,  -3.70,  -5.87,  -2.56,  -0.43,  -6.56,  -4.18,  -7.17,  -4.65,  -4.61,  -5.91,  -1.19,  -4.29,  -3.87,  -4.67,  -4.61,  -5.66
195610,  -0.61,   1.75,   0.42,   1.08,   2.29,   0.73,   0.40,  -0.95,   0.68,   1.22,   3.97,  -0.99,   2.56,   1.13,   1.20,   0.53,   0.03
195611,  -0.08,   2.35,   5.30,  -1.36,   2.62,  -3.66,  -1.93,  -2.83,   2.39,   0.66,   1.65,  -3.70,   1.12,   0.41,  -2.47,   1.64,  -0.67
195612,   1.28,   1.85,   4.23,  -0.17,   1.01,   5.31,   5.44,   5.32,   4.03,   3.46,   5.31,   1.00,   2.63,   1.82,  -0.71,   1.33,   3.16
195701,   1.32,  -0.87,  -4.13,   1.97,   0.35,  -6.14,  -1.06,  -3.52,  -9.56,  -1.92,  -4.71,  -6.42,  -2.08,   2.63,  -1.74,   1.47,  -0.28
195702,  -1.09,  -0.38,  -2.20,  -4.48,  -0.87,  -1.79,  -1.45,  -1.81,  -4.14,  -0.49,  -0.89,  -1.93,  -5.06,  -0.30,  -1.09,  -0.51,  -0.85
195703,   1.57,   3.48,   3.20,   2.03,   1.58,   2.05,   5.89,   3.28,   2.22,   0.43,   3.88,   0.51,   0.59,   1.69,   2.13,   3.60,   1.67
195704,   1.58,  -1.12,   7.09,  -0.66,   0.19,   5.63,   2.58,   1.43,   4.41,   4.84,   6.82,   8.33,   2.33,   3.16,   0.11,   5.46,   1.60
195705,   1.35,   1.62,   7.71,   3.30,   2.41,   3.34,   1.61,   6.00,   2.18,  -1.63,   5.20,   1.04,   0.34,   2.25,   2.51,   2.84,   2.79
195706,  -0.44,  -1.01,  -1.74,  -1.78,  -0.16,  -0.06,   3.00,   0.06,   1.36,  -0.71,   3.43,   0.10,  -1.60,  -5.12,  -2.04,  -4.19,   0.35
195707,   1.31,   0.71,   1.02,  -0.86,   1.43,   1.89,   2.41,   1.18,  -0.32,   1.25,   0.29,   3.81,   0.35,   0.01,   3.05,  -0.59,   0.12
195708,  -1.99,  -6.46,  -5.74,  -5.58,  -7.31,  -6.49,  -0.43,  -7.56,  -7.02,  -3.87,  -6.64,  -2.96,  -5.10,  -2.58,  -2.28,  -3.18,  -3.26
195709,  -2.04,  -9.73,  -7.96,  -4.21,  -3.75,  -6.27,  -0.16,  -5.54,  -8.76,  -6.00,  -6.61,  -7.21,  -8.42,  -1.74,   0.73,  -3.97,  -3.77
195710,  -2.22,  -5.91,  -5.78,  -6.13,  -5.94,  -3.19,  -0.27,  -4.63,  -7.62,  -5.45,  -2.56,  -3.87,  -6.14,  -0.70,  -3.64,  -5.53,  -2.98
195711,   3.82,  -2.61,   2.47,   0.89,   2.07,   4.69,   6.54,   5.53,  -1.00,   3.55,   4.03,  -5.45,   2.79,   4.40,   1.70,   4.39,   3.71
195712,   0.81,  -7.31,  -6.97,  -5.50,  -5.54,  -3.07,   2.31,  -3.21,  -8.86,  -2.38,  -3.93,  -7.95,  -6.29,   2.56,  -1.57,  -0.66,  -0.78
195801,   6.92,   8.77,   1.48,  13.14,   8.56,   3.37,   1.32,   5.98,   8.56,   7.58,   5.19,   4.85,  10.16,   6.06,   7.61,   8.57,   4.24
195802,   3.37,  -3.16,  -4.68,  -0.33,  -2.49,  -3.51,   3.68,  -1.91,   0.41,  -0.31,  -1.96,  -1.38,  -3.01,   1.29,   1.44,   1.33,  -1.08
195803,   3.91,   5.53,   8.04,   2.75,   4.46,  -0.17,   6.69,   2.40,   2.05,   2.68,   2.99,   2.82,   0.43,   2.07,   4.11,   3.27,   1.92
195804,   3.24,   2.58,   5.17,   4.24,  -1.35,   1.05,   5.19,   0.98,   1.37,   1.90,   0.72,   5.25,   5.89,   4.95,   3.13,   2.10,   1.78
195805,   3.15,   4.56,   0.24,   4.34,   2.51,   1.53,   0.59,   2.22,   6.86,   3.52,   1.46,   4.90,   4.45,   1.45,   3.59,   2.15,   3.08
195806,   2.91,   3.10,   4.97,  -1.55,   4.14,   2.79,   3.93,   3.47,   0.93,   1.63,   3.36,   2.48,   2.25,   2.19,   2.20,   2.94,   2.38
195807,   1.78,   6.89,   0.48,   5.66,   5.87,   7.97,   5.14,   6.46,  11.58,   0.49,   4.95,  10.06,   7.52,   1.12,   1.67,   2.02,   3.54
195808,   2.43,   1.07,   1.90,   3.76,   4.87,   2.42,   0.95,   2.70,   3.05,   1.15,   2.26,  -0.27,   1.51,  -1.00,   5.79,   4.60,   2.90
195809,   2.47,  -0.41,   3.36,   7.85,   6.06,   2.92,   9.49,   3.64,   8.36,   4.20,   5.47,  10.52,   4.78,   3.46,   3.97,  -0.36,   4.91
195810,   2.42,   2.33,   1.31,   2.12,   8.34,   0.75,   2.91,   1.49,   4.91,   2.93,   3.80,   2.13,   4.60,   4.28,   1.19,   3.69,   2.73
195811,   4.89,   0.70,   1.99,   2.53,   5.16,   3.29,   5.45,   4.00,   0.60,   4.12,   3.80,   1.47,   3.74,   2.96,   6.06,   2.33,   4.34
195812,   2.80,   3.85,   1.19,   3.71,   3.44,   6.16,   3.41,   4.42,   6.74,   0.63,  10.71,   2.51,   2.02,   5.94,   5.81,   4.26,   9.81
195901,   2.25,   3.11,   0.47,   4.97,   3.10,  -0.41,   2.19,   1.92,   1.38,  -2.56,  -1.37,  -1.19,   2.52,   1.25,   3.61,  -2.60,   2.69
195902,   3.06,  -1.38,  -7.57,   5.55,   6.81,   5.64,   3.06,   2.50,   1.31,   1.17,   4.47,  -2.25,   2.70,   1.26,   2.67,   2.36,   4.87
195903,  -0.88,   1.79,   2.17,   0.53,   6.22,   1.23,   4.81,   0.13,  -3.68,  -0.94,   1.01,  -1.23,   0.96,   1.64,  -1.95,  -2.97,   0.47
195904,   1.88,  -3.16,   1.75,   3.46,  10.97,   7.11,   7.43,   4.83,   2.11,  -4.95,   6.78,   9.57,   2.82,  -1.13,   1.26,   1.52,   5.17
195905,   3.94,  -1.16,  -0.94,   1.59,  -0.01,   6.13,  -1.70,   2.86,   5.09,   4.28,   4.94,   5.27,   1.38,  -1.10,   2.98,   0.74,  -0.28
195906,  -0.05,  -0.37,  -2.81,   4.81,   2.61,  -1.80,   4.11,   1.77,   4.91,   0.22,   0.18,   0.14,  -0.51,  -2.23,   2.20,   1.98,   0.34
195907,   4.53,   5.64,   4.87,   4.12,   1.13,   6.39,   3.81,   2.45,   3.41,   3.40,   1.21,   9.04,  -0.32,   3.82,   1.78,   1.84,   0.85
195908,  -0.96,  -1.16,  -3.22,  -2.43,  -0.55,  -3.20,  -0.91,  -3.02,   2.06,  -2.80,  -1.80,   2.53,  -5.85,   1.34,   0.84,  -1.39,  -1.17
195909,  -3.44,  -4.93,  -6.93,  -2.14,  -6.53,  -5.04,  -4.68,  -4.59,  -5.18,  -2.86,  -4.56,  -4.36,  -4.14,  -4.35,  -1.93,  -4.68,  -2.54
195910,   3.33,   2.11,   1.07,   0.81,   9.09,   1.72,   3.29,   3.06,  -1.30,  -2.39,   3.46,  -1.59,   0.81,   0.89,   0.46,   0.63,   3.26
195911,   0.81,   0.39,  -0.44,   0.49,   3.95,   2.45,   4.64,   0.50,  -0.36,   2.40,   7.24,  -0.30,   2.96,   0.40,   2.05,   1.36,   1.98
195912,   2.24,   3.46,   4.28,   1.51,   1.04,   3.61,  -1.37,   0.77,   2.52,   2.96,   3.76,   5.50,  -0.36,   2.14,   2.94,   0.50,   2.82
196001,  -4.43,  -5.26,  -7.52,  -5.94,   1.29,  -9.73,  -5.71,  -6.50,  -9.05,  -7.44,  -8.47, -11.38,  -4.35,  -2.08,  -5.74,  -4.34,  -4.13
196002,   3.28,  -0.34,  -3.48,   1.14,   3.93,  -0.45,   3.00,   2.92,  -1.76,   2.81,   3.53,  -2.48,   0.42,   2.77,   4.52,  -0.69,   6.11
196003,  -1.48,  -3.32,  -0.72,  -4.81,  -1.90,  -2.56,   1.24,   0.03,  -5.23,  -2.42,   0.90,  -4.35,  -5.87,   1.75,   0.17,   0.38,  -1.48
196004,   0.80,  -1.44,  -4.29,  -0.38,   2.75,  -5.30,   1.57,  -1.81,  -5.34,  -4.07,  -0.01,  -1.38,  -1.66,   1.38,  -0.47,  -0.46,  -0.62
196005,   7.78,   0.59,  -3.63,   2.19,   7.08,   3.58,  10.21,   4.01,   2.62,   0.07,   7.44,  -0.80,   4.28,   1.50,   2.91,  -0.22,   4.82
196006,   5.40,  -0.94,   3.62,   2.06,  -1.05,   0.86,   2.75,   2.27,   1.56,  -2.25,   2.18,   0.63,   1.68,   5.77,   3.54,   3.99,   0.41
196007,  -2.00,   2.92,   0.70,  -2.15,  -5.50,  -6.96,  -1.24,  -4.52,  -2.25,  -3.59,  -3.75,  -0.31,  -1.00,  -1.07,  -2.81,   0.30,  -2.21
196008,   4.43,   5.18,   4.12,   0.91,   4.45,   1.68,   3.71,   0.01,   0.80,   2.48,   1.06,   3.45,   4.19,   4.32,   3.27,   3.83,   4.91
196009,  -3.81,  -3.91,  -0.90,  -4.85,  -3.98,  -6.80,  -7.23,  -4.53,  -8.09,  -6.53,  -7.89,  -5.84,  -7.53,  -4.49,  -8.28,  -5.66,  -6.77
196010,   1.05,   0.58,   2.50,  -2.96,   1.61,  -1.36,   0.58,  -1.24,  -2.14,  -5.52,  -2.24,  -1.46,   0.05,  -0.34,   0.72,  -0.08,  -0.94
196011,   9.35,   6.99,   3.27,   2.37,  11.46,   4.32,   5.73,   6.69,   1.38,   0.41,   7.14,  -0.92,   6.35,   3.74,   6.54,   7.78,   5.37
196012,   4.08,   3.73,   5.35,   1.92,   7.17,   3.19,   4.56,   3.91,   4.95,   9.85,   3.35,  -0.60,   2.57,   6.36,   2.06,   5.60,   8.92
196101,   4.92,   8.20,   9.73,   8.83,   0.22,   6.49,   6.06,   5.96,   8.49,   7.99,   3.50,   8.38,   7.65,   4.96,   2.49,   7.37,   6.92
196102,   4.49,   3.90,   0.51,   6.96,  18.91,   2.39,   5.10,   4.40,   5.91,   2.54,   2.95,   4.12,   5.19,   3.63,   4.83,   7.02,   3.78
196103,   4.58,   0.72,   1.41,   5.11,   3.99,   1.13,   5.20,   2.34,   2.05,   5.03,   2.11,   3.45,   1.35,   2.02,   5.95,   4.68,   5.23
196104,  -0.98,   1.16,   4.86,  -1.69,  -2.30,  -1.21,   0.94,  -4.01,  -1.44,   5.10,  -0.28,  -1.70,   0.14,   1.86,   0.62,   1.56,   0.01
196105,   4.71,   7.50,  -0.06,   6.36,  -1.28,   5.73,   1.88,   2.86,   6.08,   0.88,   3.08,   0.93,   3.84,   2.39,   4.75,   3.98,   1.00
196106,  -2.13,  -4.51,  -4.01,  -3.93,  -6.63,  -0.94,   0.63,  -3.02,  -7.47,  -0.80,  -2.82,  -1.39,  -3.72,  -1.87,   1.09,  -2.57,  -3.84
196107,   2.76,   3.06,   2.28,   1.68,  -0.65,   3.24,   4.17,  -0.13,   4.32,   7.04,   1.55,   6.43,   1.65,   2.87,   2.75,   3.62,   3.90
196108,   4.61,   3.24,   0.10,   5.53,   2.23,   2.63,   7.05,   0.73,   0.32,  -0.02,   4.16,   1.16,   1.61,   3.81,   3.17,   8.65,   2.01
196109,  -0.61,  -2.59,  -6.65,  -2.52,   2.07,  -4.14,  -1.06,  -2.66,  -7.76,  -0.93,   0.42,   5.24,  -3.31,   1.41,   0.63,  -0.10,  -3.17
196110,   3.56,   1.57,   6.73,   5.71,  -2.63,  -0.08,   3.02,   1.47,  -1.64,   4.02,   3.45,   0.21,  -0.75,   5.31,   9.73,   2.18,   0.68
196111,   5.50,   5.89,   5.42,   6.53,   2.18,   2.47,   4.69,   6.11,   1.84,   4.48,   2.44,  10.07,   1.59,   3.42,   5.07,   7.35,   6.35
196112,  -3.09,  -1.27,   3.94,  -0.40,   0.11,  -0.17,  -3.48,   0.59,   3.28,   0.87,  -0.74,   3.38,   0.17,  -4.20,  -0.45,  -4.34,   1.37
196201,  -6.24,   1.85,   0.12,  -2.38,  -9.66,  -4.69,  -5.82,  -4.92,  -3.75,  -3.59,  -4.15,  -0.28,   4.36,  -2.59,  -9.30,  -4.70,  -5.23
196202,  -0.40,  -0.68,   5.42,   2.23,   0.03,   3.73,   1.66,   0.88,  -0.85,   1.61,   0.23,  -1.70,  -1.04,   2.63,   1.82,   3.77,   3.42
196203,   1.16,  -3.48,  -1.62,  -0.77,  -2.02,  -2.34,  -0.52,  -1.01,   0.94,   0.60,  -0.26,   0.32,  -2.20,   1.96,   1.25,  -1.82,  -1.45
196204,  -4.12,  -8.24,  -3.41,  -7.88,  -8.03,  -6.01, -10.71,  -7.09, -10.44,  -5.92, -10.52,  -5.11,  -7.67,  -2.79,  -4.35,  -7.38,  -6.45
196205, -10.94,  -7.11,  -4.78,  -8.89,  -8.73,  -8.21, -11.63,  -8.36,  -7.23,  -5.97, -10.39,  -3.94,  -4.98, -10.47,  -9.02,  -9.78,  -8.79
196206,  -8.21,  -5.99,  -4.81,  -6.56, -11.10,  -9.00, -12.15, -10.83, -10.01,  -1.87, -10.75,  -5.73,  -7.39,  -5.11, -10.08, -10.87,  -9.75
196207,   6.70,   6.56,   4.82,   6.80,   1.33,   7.21,   7.23,   4.51,   3.23,   3.29,   9.92,   8.15,   5.85,   7.39,   3.96,   8.39,   6.35
196208,   0.45,   2.75,   1.87,   1.08,   2.17,   4.68,  -3.33,   2.21,  -0.39,   3.28,   2.96,   3.82,   3.81,   3.15,   4.54,   3.76,   1.98
196209,  -4.62,  -5.51,  -1.68,  -5.34,  -7.81,  -2.05,  -6.62,  -6.60,  -8.42,  -4.75,  -8.16,  -1.91,  -5.58,  -2.87,  -6.57,  -5.69,  -6.78
196210,  -2.86,  -0.58,  -0.23,   0.14,  -2.59,   5.19,  -0.15,  -2.30,   0.84,   0.23,   0.15,   2.61,   2.43,  -1.09,  -1.33,  -0.74,   1.22
196211,  12.35,   9.53,  10.74,  10.19,  16.16,  12.08,  15.31,  12.95,  15.14,  10.37,  13.84,   6.05,  14.72,   7.65,  10.98,  14.09,  10.07
196212,   2.81,  -1.25,   4.82,   0.26,   2.52,   1.08,   0.03,  -2.39,  -4.52,   1.68,   0.18,   3.56,   0.07,   3.48,  -0.01,   1.66,   0.24
196301,   6.58,   8.77,   2.55,   7.70,   7.68,   4.51,   4.38,   5.02,   7.85,   2.31,   5.76,   7.54,   4.16,   5.25,   4.19,   3.60,   5.46
196302,  -3.09,  -1.31,  -1.33,  -1.16,  -5.14,  -4.08,  -3.05,  -0.43,  -2.13,  -2.14,  -4.38,  -2.94,  -0.37,  -1.46,  -0.49,  -0.27,  -1.83
196303,   2.05,   3.61,   7.02,   1.07,   2.49,   3.64,   3.44,   3.68,   2.27,  -0.24,   3.38,   7.23,   2.26,   1.79,   2.28,   2.36,   1.73
196304,   0.95,   3.48,   6.10,   4.99,   5.62,   4.77,   6.81,   2.93,   5.41,   4.08,   5.80,   5.44,   6.80,   2.37,   5.49,   3.67,   4.59
